from,to,value
114690,114690,1
110477,110477,7
110477,124305,1
110477,110486,1
126845,126845,5
204843,204843,73
204843,61544,2
204843,60231,2
204843,61034,1
204843,61248,2
204843,86842,1
204843,80668,1
98348,98348,2
204846,204846,1
204856,204856,1
57422,57422,1
131154,131154,83
131154,132892,1
131154,59786,1
131154,97848,1
131154,95937,1
131154,71770,1
131154,244506,1
131154,64671,12
155740,155740,1
155740,147961,1
82015,82015,1
92859,92859,2
82020,82020,5
92861,92861,1
124265,124265,4
124265,60654,1
124265,68767,1
124265,127040,1
124265,307368,1
124265,85372,1
124265,103550,1
124265,88791,2
80577,80577,5
80577,80609,1
80577,63010,1
80577,80587,1
90262,90262,5
90262,59784,1
90262,60263,1
90262,61248,1
126849,126849,2
82086,82086,14
82086,82093,1
82086,166233,1
82086,142861,2
82086,142841,2
82086,142852,5
82086,166220,1
82093,82093,3
82093,82086,1
82109,82109,2
82109,61529,1
82109,61660,1
82109,59188,1
82109,59532,1
82109,60971,1
82109,62601,1
82109,61454,1
82109,111607,1
82109,62779,1
82109,71770,1
82109,96536,1
82109,327112,1
82109,118740,1
82110,82110,2
82110,60971,1
82110,61764,1
82110,162995,1
82110,162998,1
90356,90356,163
90356,123330,4
90356,82384,3
90356,123376,2
90356,82418,1
90356,82772,8
90356,82774,4
90356,123793,9
90356,123797,3
90356,123821,3
90356,82918,4
90356,82924,70
90356,82926,2
90356,82942,1
90356,123906,6
90356,83096,6
90356,83499,1
90356,59276,2
90356,125090,2
90356,84435,1
90356,59945,1
90356,82361,1
90356,81115,2
90356,81131,6
90356,61078,1
90356,110315,3
90356,61231,2
90356,110592,1
90356,340686,1
90356,70088,1
90356,62032,1
90356,86702,2
90356,111716,1
90356,54460,4
90356,70846,1
90356,54564,12
90356,128301,2
90356,112024,1
90356,81476,1
90356,54989,4
90356,54990,1
90356,104296,4
90356,80690,1
90356,129501,1
90356,80694,2
90356,146272,2
90356,81033,6
90356,81161,1
90356,81181,7
90356,81193,4
90356,81195,1
90356,81196,1
90356,81197,20
90356,81200,2
90356,130432,1
90356,57116,1
90356,57121,2
90356,81702,2
90356,57136,1
92885,92885,6
92885,92900,2
92885,259697,1
82189,82189,1
82189,118684,1
61486,61486,597
61486,82260,1
61486,59206,22
61486,61938,19
61486,61529,16
61486,90696,4
61486,205697,1
61486,82897,3
61486,337411,1
61486,58989,13
61486,60350,39
61486,59051,3
61486,59100,1
61486,61660,36
61486,59135,26
61486,59186,5
61486,59188,318
61486,59425,7
61486,59441,2
61486,59508,21
61486,59518,57
61486,59527,1
61486,59532,150
61486,59551,35
61486,59582,3
61486,59662,2
61486,59790,173
61486,59819,105
61486,59856,2
61486,59874,161
61486,59901,37
61486,59945,3
61486,59984,12
61486,60003,16
61486,133740,1
61486,62284,17
61486,60075,60
61486,60156,14
61486,62834,55
61486,60263,74
61486,60284,4
61486,60318,1
61486,60359,2
61486,60369,2
61486,60473,11
61486,60542,4
61486,60587,6
61486,60654,26
61486,60824,2
61486,60868,18
61486,60871,19
61486,60971,94
61486,61026,11
61486,61034,1
61486,61053,38
61486,61090,14
61486,62601,9
61486,61164,61
61486,61190,5
61486,61223,131
61486,61232,6
61486,61248,27
61486,61264,147
61486,61339,1
61486,61374,3
61486,61404,12
61486,61453,10
61486,61454,106
61486,86084,18
61486,59409,107
61486,61581,21
61486,61680,3
61486,61700,4
61486,61719,1
61486,61721,5
61486,61725,1
61486,61764,1
61486,61791,4
61486,61797,3
61486,61890,4
61486,61893,18
61486,86571,1
61486,62032,12
61486,62136,53
61486,60445,5
61486,62242,1
61486,62180,1
61486,62214,20
61486,89561,1
61486,62264,1
61486,62318,2
61486,54200,6
61486,62293,11
61486,62468,111
61486,62493,74
61486,62518,4
61486,62521,17
61486,62536,1
61486,62543,8
61486,62584,2
61486,62596,2
61486,62322,14
61486,62644,9
61486,62646,8
61486,54460,1
61486,62680,165
61486,62724,27
61486,62747,1
61486,341281,3
61486,62779,276
61486,62103,73
61486,62823,4
61486,62838,5
61486,62877,1
61486,62364,10
61486,60479,58
61486,251925,1
61486,62142,8
61486,86967,1
61486,59889,27
61486,337088,1
61486,89382,1
61486,61317,14
61486,89607,2
61486,62082,2
61486,55363,90
61486,81743,1
61486,81747,1
61486,60047,7
61486,62796,6
98582,98582,2
98582,118679,1
98582,98591,2
98582,118664,1
98582,118701,1
98582,118775,1
98585,98585,1
98585,59760,1
98585,118664,1
98585,111610,1
90394,90394,1
90399,90399,2
90399,80681,2
90417,90417,1
90417,205702,1
90417,150995,1
127945,127945,1
127945,82267,1
127945,59206,1
127945,65852,1
127945,61660,1
127945,133524,1
127945,60542,1
106807,106807,1
106807,55537,1
57656,57656,2
57656,61231,1
65854,65854,1
65854,83225,1
65854,63613,1
65854,244246,1
106817,106817,1
80609,80609,3
80609,80577,1
80609,131683,1
80609,83181,1
80609,83183,1
80609,60542,1
80609,118028,1
80609,83104,1
98634,98634,9
98634,124305,1
98634,61660,1
98634,108081,2
98634,85404,1
98634,110296,2
98634,110408,1
98634,86034,1
98634,70088,1
98634,127903,1
98634,87267,2
98634,56893,1
98634,110415,1
98634,122536,1
98634,122575,1
82260,82260,9
82260,61486,1
82260,59188,1
82260,59819,1
82260,62779,1
82260,81743,1
82267,82267,1
82267,127945,1
82267,59206,1
82267,65852,1
82267,61660,1
82267,133524,1
82267,60542,1
124304,124304,7
124304,82396,1
124304,123363,1
124304,84998,3
124304,124884,1
124304,96833,1
213351,213351,1
213351,213421,1
213351,218826,1
59206,59206,319
59206,61486,22
59206,127945,1
59206,82267,1
59206,65852,1
59206,61938,13
59206,61529,7
59206,61544,13
59206,82897,14
59206,132083,1
59206,61636,1
59206,83183,1
59206,165267,10
59206,148887,1
59206,337411,1
59206,58989,22
59206,60350,15
59206,59051,2
59206,61660,31
59206,59135,19
59206,59188,72
59206,59196,1
59206,59276,1
59206,59288,21
59206,59508,1
59206,59518,21
59206,59532,68
59206,59551,15
59206,59662,1
59206,59790,32
59206,133524,1
59206,59819,37
59206,59874,88
59206,59901,3
59206,59945,8
59206,59984,4
59206,60003,41
59206,62284,5
59206,60075,39
59206,60156,3
59206,62834,26
59206,70200,1
59206,60231,16
59206,60263,25
59206,60284,5
59206,60359,2
59206,60473,31
59206,60542,22
59206,60654,47
59206,60714,5
59206,60756,5
59206,60824,4
59206,60868,10
59206,60871,49
59206,60971,58
59206,61026,15
59206,61034,6
59206,61053,6
59206,61090,1
59206,62601,1
59206,61164,16
59206,61190,10
59206,61223,26
59206,61232,16
59206,61248,51
59206,61264,17
59206,61404,1
59206,61453,15
59206,61454,66
59206,86084,56
59206,59409,17
59206,61581,11
59206,61605,30
59206,61680,1
59206,61700,11
59206,61721,5
59206,61725,21
59206,61764,9
59206,61832,5
59206,81304,1
59206,61890,5
59206,61893,3
59206,86603,1
59206,62032,1
59206,62136,2
59206,60445,7
59206,62214,24
59206,86842,1
59206,62318,4
59206,54200,7
59206,62293,1
59206,62468,61
59206,62493,16
59206,62521,25
59206,301243,3
59206,62573,7
59206,95369,1
59206,62322,1
59206,62680,53
59206,62724,16
59206,62779,91
59206,62103,43
59206,60479,38
59206,61028,1
59206,71770,11
59206,96536,4
59206,95294,1
59206,62142,1
59206,80587,1
59206,244506,3
59206,244246,12
59206,89382,3
59206,61317,1
59206,130673,3
59206,55363,11
59206,60047,1
59206,62796,6
115072,115072,2
115076,115076,1
115076,81033,1
106895,106895,4
106895,54200,1
106895,81747,1
82329,82329,3
82329,166364,1
82347,82347,5
82347,59288,1
213421,213421,2
213421,213351,1
213421,218826,1
82350,82350,2
82350,61660,1
82350,60654,1
84723,84723,2
84723,59856,1
65852,65852,1
65852,127945,1
65852,82267,1
65852,59206,1
65852,61660,1
65852,133524,1
65852,60542,1
82359,82359,3
82359,82361,1
82359,61997,1
123321,123321,3
123321,124831,1
123321,86571,1
123321,97461,1
123330,123330,10
123330,90356,4
123330,123376,1
123330,123793,1
123330,123797,1
123330,123821,1
123330,82918,1
123330,82924,2
123330,82942,1
123330,123906,1
123330,83096,1
123330,81131,1
123330,81476,1
123330,104296,3
123330,80694,2
123330,81197,2
82375,82375,5
82375,59874,1
82375,112024,1
82375,81033,1
82375,81197,1
82384,82384,24
82384,90356,3
82384,94946,1
82384,82772,3
82384,82774,2
82384,82924,4
82384,59276,1
82384,125354,2
82384,61891,1
82384,60231,1
82384,199542,1
82384,60542,1
82384,81115,2
82384,81131,3
82384,61035,1
82384,61231,1
82384,110424,1
82384,127370,1
82384,87270,1
82384,61996,1
82384,81033,2
82384,81196,1
82384,81197,1
66010,66010,7
66010,107145,1
66010,83139,1
66010,54200,2
66010,54202,1
66010,81747,1
82396,82396,99
82396,124304,1
82396,123363,1
82396,124290,6
82396,61660,1
82396,59532,1
82396,84994,1
82396,84998,3
82396,62601,1
82396,86034,1
82396,86574,1
82396,86575,1
82396,119742,1
82396,54460,1
82396,121188,1
82396,96833,1
82396,86572,9
82396,86573,6
82396,61996,1
82396,81129,1
82396,114152,1
82400,82400,1
82400,204093,1
82400,204078,1
82400,55363,1
123363,123363,6
123363,124304,1
123363,82396,1
123363,61660,1
123363,59532,1
123363,84998,3
123363,86034,1
123363,86574,1
123363,86575,2
123363,119742,1
123363,121188,1
123363,86572,1
123363,81161,1
123363,114152,1
123376,123376,2
123376,90356,2
123376,123330,1
123376,82924,1
123376,81476,1
61938,61938,105
61938,61486,19
61938,59206,13
61938,61529,5
61938,82897,3
61938,58989,1
61938,59051,1
61938,59100,1
61938,61660,18
61938,59135,14
61938,59188,40
61938,59425,1
61938,59508,2
61938,59518,3
61938,59532,38
61938,59551,17
61938,59601,1
61938,59662,2
61938,59790,7
61938,59819,12
61938,59856,2
61938,59874,28
61938,59901,4
61938,59984,1
61938,60003,8
61938,62284,4
61938,60075,4
61938,60156,5
61938,62834,12
61938,60263,7
61938,60284,4
61938,60473,4
61938,60542,4
61938,60654,18
61938,60756,5
61938,60824,1
61938,60868,9
61938,60871,2
61938,60971,33
61938,61026,21
61938,61034,2
61938,61053,10
61938,61072,2
61938,61090,4
61938,62601,1
61938,61164,8
61938,61190,5
61938,61223,12
61938,61232,9
61938,61248,12
61938,61264,24
61938,61374,2
61938,61404,2
61938,61453,4
61938,61454,31
61938,86084,7
61938,59409,8
61938,61581,6
61938,61680,4
61938,61700,6
61938,61721,4
61938,61725,4
61938,61764,2
61938,61791,1
61938,61832,1
61938,61893,5
61938,62032,2
61938,62136,2
61938,60445,5
61938,62214,7
61938,62293,10
61938,62468,40
61938,62493,8
61938,62518,1
61938,62521,12
61938,62322,1
61938,62644,1
61938,62680,20
61938,62724,22
61938,62747,1
61938,62779,50
61938,62103,9
61938,60479,11
61938,59889,4
61938,89382,1
61938,61317,2
61938,55363,15
61938,60047,1
61938,62796,2
82418,82418,11
82418,90356,1
82418,58229,1
82418,123858,1
82418,123906,1
82418,61997,1
82418,61078,2
82418,61970,2
82418,161405,1
82418,54989,1
82418,244153,1
82418,81033,3
147961,147961,28
147961,155740,1
147961,58712,1
147961,61725,1
147961,154067,1
147961,154940,1
82433,82433,2
82447,82447,1
82447,59874,1
123408,123408,15
123408,123412,2
82452,82452,2
61529,61529,301
61529,82109,1
61529,61486,16
61529,59206,7
61529,61938,5
61529,61636,2
61529,165267,2
61529,58989,1
61529,60350,7
61529,59051,1
61529,61660,41
61529,59135,5
61529,59188,65
61529,59196,2
61529,59508,1
61529,59518,4
61529,59532,37
61529,59551,50
61529,59662,2
61529,59672,1
61529,59790,16
61529,59819,20
61529,59856,4
61529,59874,45
61529,59901,10
61529,59945,3
61529,62284,2
61529,60075,9
61529,62834,20
61529,60231,1
61529,81036,1
61529,60263,6
61529,60542,8
61529,60654,7
61529,60868,5
61529,60871,1
61529,60971,34
61529,61026,8
61529,61034,1
61529,61053,12
61529,61072,1
61529,61090,7
61529,62601,1
61529,61164,11
61529,61223,12
61529,61232,4
61529,61248,14
61529,61264,34
61529,61404,4
61529,61453,3
61529,61454,18
61529,86084,1
61529,59409,11
61529,61581,1
61529,61605,2
61529,184513,1
61529,61700,2
61529,61721,6
61529,61725,4
61529,61791,6
61529,61893,10
61529,62136,4
61529,62242,1
61529,62180,2
61529,54230,1
61529,111607,1
61529,62293,10
61529,62468,18
61529,62493,9
61529,62518,4
61529,62521,2
61529,62322,2
61529,62644,2
61529,62680,13
61529,62724,10
61529,62747,1
61529,62779,64
61529,62103,1
61529,62364,1
61529,60479,13
61529,112873,2
61529,59889,8
61529,244246,1
61529,162998,1
61529,89382,1
61529,61317,1
61529,327112,1
61529,122379,1
61529,62082,1
61529,55363,24
61529,118740,1
94946,94946,2
94946,82384,1
118679,118679,1
118679,98582,1
118679,98591,1
118679,118701,1
118679,118775,1
62902,62902,2
90696,90696,6
90696,61486,4
90696,59518,1
90696,59532,1
90696,59874,6
90696,60075,2
90696,62834,2
90696,61223,1
90696,61264,2
90696,59409,1
90696,61719,1
90696,62242,1
90696,62468,1
90696,62680,2
90696,62779,3
90696,62838,2
90696,60479,2
90696,55363,1
123472,123472,13
123472,82774,2
123472,123797,1
123472,82924,1
123472,82926,1
123472,142748,1
123472,81033,3
131669,131669,1
180828,180828,1
131677,131677,2
131677,71770,1
131683,131683,1
131683,80609,1
131683,83183,1
131683,60542,1
61544,61544,67
61544,204843,2
61544,59206,13
61544,132083,1
61544,165267,3
61544,61660,8
61544,59188,1
61544,59288,4
61544,59532,3
61544,60231,7
61544,68662,1
61544,60542,4
61544,60654,1
61544,60714,2
61544,60868,1
61544,61034,1
61544,61248,3
61544,61453,4
61544,61454,1
61544,61605,5
61544,61725,2
61544,61764,5
61544,61832,1
61544,168640,1
61544,62288,5
61544,301243,1
61544,62573,1
61544,185591,1
61544,71770,3
61544,96536,2
61544,244153,2
61544,72335,1
61544,244506,2
90747,90747,2
90747,59508,1
90747,60003,1
90747,62834,1
90747,61264,1
90747,62032,1
90747,62103,1
107145,107145,7
107145,66010,1
107145,83139,1
107145,61660,2
107145,59135,1
107145,59188,1
107145,59532,1
107145,59819,1
107145,61090,1
107145,61223,1
107145,61264,1
107145,58782,1
107145,54200,1
107145,54202,1
107145,55537,1
107145,81591,1
107145,81743,1
107145,81748,2
82575,82575,43
82575,82577,13
82575,59287,1
82575,59786,5
82575,84929,4
82575,60714,1
82575,61725,1
82575,143703,1
82575,95369,7
82575,95937,1
82575,95939,2
82575,95940,1
82575,55363,1
82575,132395,1
82575,60047,1
82577,82577,164
82577,82575,13
82577,148887,2
82577,61660,2
82577,59287,2
82577,59786,2
82577,60075,1
82577,81036,1
82577,84929,5
82577,60542,1
82577,60714,7
82577,61383,1
82577,61454,1
82577,61605,1
82577,61725,1
82577,143703,1
82577,61786,4
82577,62573,1
82577,95369,7
82577,62644,1
82577,111933,1
82577,95937,6
82577,95939,4
82577,95940,4
82577,60047,1
123542,123542,1
123542,145809,1
82583,82583,40
82583,82588,11
82583,82589,6
82583,82595,3
82583,59188,1
82583,133754,3
82583,84730,1
82583,85401,2
82583,85439,3
82583,68767,1
82583,84716,1
82583,95217,3
82583,95299,1
82583,87641,1
82583,154938,1
82583,155000,1
82583,155006,1
82583,155009,2
82588,82588,65
82588,82583,11
82588,82589,7
82588,124191,1
82588,82427,1
82588,59532,1
82588,133754,1
82588,84730,1
82588,85401,1
82588,85439,1
82588,85483,2
82588,61248,1
82588,95217,2
82588,95299,1
82588,167512,1
82588,155000,2
82588,155006,1
82588,155009,3
82589,82589,77
82589,82583,6
82589,82588,7
82589,82595,1
82589,124191,2
82589,124263,1
82589,59188,1
82589,125128,1
82589,133754,4
82589,84730,1
82589,68769,1
82589,95299,1
82589,153952,1
82589,154938,1
82589,155006,1
82589,155009,1
82589,155376,1
82595,82595,19
82595,82583,3
82595,82589,1
82595,59188,1
82595,84730,1
82595,85401,1
82595,95217,3
82595,95299,1
82595,87641,1
82595,154938,1
82595,155009,4
82596,82596,162
82596,58326,1
82596,58428,1
82596,58429,1
82596,58510,1
82596,124260,1
82596,124262,1
82596,124263,1
82596,124266,1
82596,59288,2
82596,124988,1
82596,125080,1
82596,125092,1
82596,142748,1
82596,59935,1
82596,133736,1
82596,56479,1
82596,85334,30
82596,85376,2
82596,61173,2
82596,82598,1
82596,184513,1
82596,61725,1
82596,103403,1
82596,70868,1
82596,56890,1
82596,86508,1
82596,194019,1
82596,87596,1
82596,56893,3
82596,86572,2
82596,81188,1
82596,56895,1
82596,133731,3
82596,58676,1
82596,57203,1
82652,82652,8
82652,84994,1
82652,103406,1
82652,103404,1
58092,58092,3
58092,125354,1
58092,146272,1
115438,115438,2
115438,82774,1
115438,83136,1
115438,59276,1
115438,59901,1
115438,60194,1
115438,85265,1
115438,81131,1
115438,61035,1
115438,61996,1
118686,118686,1
66316,66316,4
58125,58125,1
58125,61383,1
58125,70088,1
58125,62032,1
58125,54460,1
58125,70857,1
58125,57116,1
58125,57121,1
58125,57196,1
58137,58137,2
58137,124305,1
58137,70088,1
58137,54460,1
58167,58167,3
58167,80701,1
271167,271167,1
271167,61660,1
271167,60542,1
82772,82772,32
82772,90356,8
82772,82384,3
82772,82774,4
82772,123793,4
82772,123797,1
82772,123821,1
82772,82918,2
82772,82924,10
82772,123906,2
82772,83096,3
82772,59276,1
82772,125090,1
82772,59945,1
82772,82361,1
82772,126088,1
82772,81115,1
82772,81131,2
82772,60868,1
82772,110173,1
82772,61231,1
82772,61248,1
82772,85866,1
82772,110592,1
82772,61454,2
82772,340686,1
82772,61764,1
82772,127370,1
82772,70846,1
82772,54564,1
82772,112024,1
82772,54989,2
82772,58588,1
82772,61996,1
82772,244246,1
82772,81033,6
82772,81181,6
82772,81188,1
82772,81197,7
82772,56726,2
82772,57121,1
82774,82774,55
82774,90356,4
82774,82384,2
82774,123472,2
82774,115438,1
82774,82772,4
82774,123793,2
82774,123797,2
82774,123799,1
82774,123821,1
82774,82918,2
82774,82924,12
82774,123906,1
82774,83136,1
82774,126853,1
82774,59051,1
82774,59276,3
82774,125090,1
82774,125097,1
82774,182569,1
82774,125354,1
82774,59901,2
82774,322052,1
82774,61891,3
82774,62834,1
82774,60194,1
82774,60231,2
82774,199542,1
82774,60542,1
82774,85265,1
82774,81115,1
82774,81131,2
82774,56707,1
82774,60868,2
82774,55494,1
82774,110173,1
82774,61035,2
82774,110315,1
82774,61231,2
82774,110424,1
82774,61605,1
82774,86702,1
82774,54460,1
82774,70846,1
82774,54564,1
82774,112023,1
82774,112024,1
82774,54989,2
82774,80697,1
82774,61996,4
82774,81033,5
82774,97449,1
82774,81161,1
82774,81181,5
82774,81196,1
82774,81197,6
82774,57121,1
82774,81702,2
156504,156504,2
156504,132083,1
156504,58872,1
156504,151914,1
156504,111382,1
156504,63010,1
156504,63014,2
156504,63019,1
156504,52898,1
58206,58206,1
103911,103911,2
103911,84998,1
103911,85004,1
103911,86572,2
103911,86573,2
58229,58229,1
58229,82418,1
58229,61997,1
58229,61970,1
205697,205697,2
205697,61486,1
205697,133740,1
205702,205702,2
205702,90417,1
205702,150995,1
123793,123793,15
123793,90356,9
123793,123330,1
123793,82772,4
123793,82774,2
123793,123797,2
123793,123821,1
123793,82918,4
123793,82924,9
123793,123906,2
123793,83096,5
123793,82361,1
123793,81115,1
123793,81131,1
123793,340686,1
123793,54460,1
123793,54989,2
123793,104296,1
123793,80694,1
123793,81161,1
123793,81181,5
123793,81197,7
123793,81200,1
123793,57121,1
123797,123797,4
123797,90356,3
123797,123330,1
123797,123472,1
123797,82772,1
123797,82774,2
123797,123793,2
123797,82918,2
123797,82924,3
123797,82926,1
123797,83096,1
123797,142748,1
123797,104296,1
123797,80694,1
123797,81033,1
123797,81161,1
123799,123799,2
123799,82774,1
123799,126853,1
123799,125097,1
123799,322052,1
123799,61891,1
123799,60868,1
123799,54460,1
123799,97449,1
123799,81702,1
62225,62225,4
62225,59186,1
62225,62834,1
62225,60263,1
62225,61910,1
62225,62032,1
62225,62680,1
62225,62142,1
62225,60047,1
123819,123819,1
123821,123821,5
123821,90356,3
123821,123330,1
123821,82772,1
123821,82774,1
123821,123793,1
123821,82918,2
123821,82924,5
123821,82926,1
123821,82942,1
123821,123906,3
123821,59276,2
123821,81131,1
123821,110315,1
123821,61231,1
123821,111716,1
123821,54989,2
123821,104296,1
123821,80694,1
123821,81181,2
123821,81193,1
123821,81197,5
123821,81200,1
123821,57121,1
205760,205760,1
205760,81197,1
123850,123850,1
123850,126828,1
82897,82897,18
82897,61486,3
82897,59206,14
82897,61938,3
82897,337411,1
82897,58989,4
82897,60350,4
82897,59135,5
82897,59188,13
82897,59508,1
82897,59518,4
82897,59532,8
82897,59551,4
82897,59790,4
82897,59819,4
82897,59874,11
82897,59984,2
82897,60003,9
82897,62284,1
82897,60075,3
82897,62834,2
82897,60263,6
82897,60284,2
82897,60359,1
82897,60473,5
82897,60654,13
82897,60756,3
82897,60824,1
82897,60868,3
82897,60871,4
82897,60971,17
82897,61026,4
82897,62601,1
82897,61164,4
82897,61190,5
82897,61223,4
82897,61232,2
82897,61248,13
82897,61264,1
82897,61453,1
82897,61454,18
82897,86084,13
82897,59409,3
82897,61581,3
82897,61700,3
82897,61721,2
82897,61725,2
82897,61890,1
82897,61893,1
82897,62032,1
82897,62136,1
82897,60445,3
82897,62214,8
82897,54200,1
82897,62468,9
82897,62493,3
82897,62521,10
82897,62680,4
82897,62724,5
82897,62779,14
82897,62103,4
82897,60479,13
82897,62142,1
82897,61317,1
82897,62796,1
123858,123858,1
123858,82418,1
123858,123906,1
123858,61078,1
123858,161405,1
123858,244153,1
58326,58326,2
58326,82596,1
58326,58428,1
58326,58510,1
58326,124260,1
58326,125092,1
58326,142748,1
58326,59935,1
58326,56479,1
58326,85334,1
58326,61173,1
58326,184513,1
58326,61725,1
58326,103403,1
58326,70868,1
58326,86508,1
58326,194019,1
58326,87596,1
58326,133731,1
58326,58676,1
58326,57203,1
82918,82918,7
82918,90356,4
82918,123330,1
82918,82772,2
82918,82774,2
82918,123793,4
82918,123797,2
82918,123821,2
82918,82924,5
82918,123906,2
82918,83096,2
82918,59276,1
82918,125090,1
82918,82361,1
82918,340686,1
82918,62032,1
82918,54989,2
82918,104296,2
82918,80694,1
82918,81161,1
82918,81181,2
82918,81197,3
82918,57121,2
82924,82924,321
82924,90356,70
82924,123330,2
82924,82384,4
82924,123376,1
82924,123472,1
82924,82772,10
82924,82774,12
82924,123793,9
82924,123797,3
82924,123821,5
82924,82918,5
82924,82926,3
82924,82942,1
82924,123906,5
82924,83096,5
82924,197933,1
82924,59276,2
82924,127309,1
82924,125090,2
82924,142748,1
82924,82361,1
82924,81110,1
82924,81115,2
82924,68928,1
82924,81131,4
82924,56707,1
82924,110315,4
82924,61189,1
82924,61231,2
82924,110592,1
82924,340686,1
82924,70088,1
82924,61970,1
82924,62032,1
82924,86702,2
82924,60445,1
82924,111716,2
82924,54460,1
82924,70846,1
82924,54564,11
82924,128301,1
82924,54989,4
82924,54990,1
82924,104296,4
82924,80694,1
82924,80697,1
82924,61996,2
82924,81033,14
82924,81161,1
82924,81181,6
82924,81193,2
82924,81195,1
82924,81196,4
82924,81197,25
82924,81200,2
82924,57116,1
82924,57121,3
82924,81702,3
82926,82926,11
82926,90356,2
82926,123472,1
82926,123797,1
82926,123821,1
82926,82924,3
82926,123906,1
82926,59276,1
82926,142748,1
82926,61231,1
82926,107617,1
82926,70088,1
82926,86702,1
82926,111716,1
82926,54564,1
82926,54989,1
82926,81033,1
82926,81181,1
82926,81197,1
82926,81200,1
123887,123887,3
132083,132083,78
132083,59206,1
132083,61544,1
132083,156504,1
132083,165267,1
132083,58872,1
132083,61660,2
132083,59856,1
132083,59945,1
132083,60231,1
132083,60542,1
132083,60971,1
132083,61034,1
132083,61248,1
132083,127110,1
132083,100375,1
132083,61764,1
132083,63014,1
132083,64671,3
58364,58364,4
58364,58418,1
58364,58435,1
58364,58510,1
58364,124325,1
58364,56479,1
58364,84998,1
58364,307368,1
58364,61725,1
58364,86783,1
58364,87608,1
58364,57140,1
82942,82942,1
82942,90356,1
82942,123330,1
82942,123821,1
82942,82924,1
82942,123906,1
82942,81131,1
82942,104296,1
82942,80694,1
82942,81197,1
123906,123906,11
123906,90356,6
123906,123330,1
123906,82418,1
123906,82772,2
123906,82774,1
123906,123793,2
123906,123821,3
123906,123858,1
123906,82918,2
123906,82924,5
123906,82926,1
123906,82942,1
123906,83096,1
123906,59276,1
123906,82361,1
123906,81131,1
123906,61078,1
123906,61231,1
123906,340686,1
123906,111716,1
123906,54564,1
123906,161405,1
123906,54989,3
123906,104296,1
123906,244153,1
123906,80694,1
123906,81181,3
123906,81197,4
123906,81200,1
123906,57121,2
123917,123917,2
123917,61078,1
123917,61970,1
123917,81033,1
85961,85961,1
58395,58395,23
58395,89404,1
82975,82975,5
82975,82985,2
82975,81554,1
82982,82982,12
82982,82985,7
82982,82990,3
82982,81304,1
82982,70275,1
82982,111933,1
82982,81544,1
82982,187328,2
82982,81554,3
82985,82985,18
82985,82975,2
82985,82982,7
82985,82990,2
82985,81304,1
82985,70275,1
82985,111933,1
82985,81544,1
82985,187328,2
82985,81364,1
82985,81554,3
82990,82990,6
82990,82982,3
82990,82985,2
82990,81304,1
82990,70275,1
82990,81544,1
82990,187328,1
82990,81554,2
58418,58418,2
58418,58364,1
58418,56479,1
58424,58424,1
58428,58428,6
58428,82596,1
58428,58326,1
58428,58510,1
58428,124260,1
58428,125092,1
58428,142748,1
58428,59935,1
58428,56479,2
58428,85334,1
58428,61173,1
58428,184513,1
58428,61725,1
58428,103403,1
58428,70868,1
58428,86508,1
58428,194019,1
58428,87596,1
58428,133731,1
58428,58676,1
58428,57203,1
58429,58429,3
58429,82596,1
58429,124262,1
58429,124263,1
58429,124266,1
58429,59288,1
58429,85376,1
58429,56895,1
58435,58435,3
58435,58364,1
58435,124325,1
58435,84998,1
58435,307368,1
58435,86783,1
58435,54564,1
58435,87608,1
58435,58588,1
58435,57116,1
58435,57121,1
82417,82417,2
82417,59276,1
82417,125354,1
82417,60231,1
82417,85265,1
115801,115801,1
58510,58510,10
58510,82596,1
58510,58326,1
58510,58364,1
58510,58428,1
58510,124260,1
58510,125092,1
58510,142748,1
58510,59935,1
58510,56479,1
58510,85334,1
58510,61173,1
58510,61231,1
58510,184513,1
58510,61725,2
58510,103403,1
58510,70831,1
58510,70868,1
58510,86508,1
58510,194019,1
58510,87596,1
58510,133731,1
58510,58676,1
58510,57203,1
83096,83096,20
83096,90356,6
83096,123330,1
83096,82772,3
83096,123793,5
83096,123797,1
83096,82918,2
83096,82924,5
83096,123906,1
83096,126896,1
83096,84435,1
83096,59945,1
83096,82361,1
83096,100974,1
83096,81115,1
83096,81131,1
83096,110173,1
83096,61078,1
83096,61248,1
83096,126981,1
83096,61454,1
83096,340686,1
83096,127383,1
83096,112024,2
83096,54989,1
83096,104296,2
83096,80694,1
83096,80697,1
83096,146272,1
83096,244246,1
83096,81181,2
83096,81195,1
83096,81197,5
83096,81200,1
83096,130432,1
83096,56726,1
83096,57116,1
61636,61636,11
61636,59206,1
61636,61529,2
61636,60350,2
61636,61660,3
61636,59188,4
61636,59518,1
61636,59532,3
61636,59551,2
61636,59662,1
61636,59790,1
61636,59819,3
61636,60003,1
61636,60075,1
61636,62834,1
61636,60205,1
61636,60569,1
61636,85088,1
61636,60654,1
61636,68928,1
61636,60868,1
61636,60971,2
61636,61026,3
61636,61090,1
61636,62601,2
61636,61164,3
61636,61223,3
61636,61264,3
61636,61374,1
61636,61453,1
61636,61454,1
61636,59409,4
61636,61605,1
61636,61893,1
61636,62468,1
61636,62493,3
61636,60935,1
61636,62521,1
61636,62584,1
61636,62646,1
61636,70846,1
61636,62680,5
61636,62779,4
61636,62103,1
61636,60479,4
61636,68956,1
61636,55363,3
61636,57137,1
61636,57203,1
337059,337059,27
